<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
RGCO,20231013,17.2,17.2,16.58,16.61,21500
RGEN,20231013,152.73,158.37,151.5501,152.74,1096700
RGF,20231013,2.24,2.375,2.2,2.3,158400
RGLD,20231013,108.45,109.58,107.72,108.88,498200
RGLS,20231013,1.26,1.3599,1.26,1.26,10300
RGNX,20231013,15.95,16.21,15.775,16.09,310500
RGP,20231013,14.03,14.17,13.87,13.9,219300
RGTI,20231013,1.51,1.51,1.37,1.4,2500900
RGTIW,20231013,0.27,0.28,0.2532,0.2799,9100
RIBT,20231013,0.38,0.4,0.38,0.3874,8800
RICK,20231013,53.53,54.72,51.9,52.17,70700
RIGL,20231013,0.9376,0.9754,0.9201,0.9402,704600
RILY,20231013,40.62,41.225,38.56,39.8,262600
RILYG,20231013,19.88,20,19.88,19.99,6000
RILYK,20231013,21.99,22.13,21.76,22,14400
RILYL,20231013,24.29,24.33,24.29,24.33,200
RILYM,20231013,23.73,24.0064,23.61,23.62,3100
RILYN,20231013,21.37,21.5426,21.3399,21.35,6900
RILYO,20231013,24.65,24.65,24.5,24.56,12400
RILYP,20231013,20.3799,20.3799,19.73,19.76,2100
RILYT,20231013,19.8855,19.8855,19.45,19.73,4100
RILYZ,20231013,17.85,17.95,17.66,17.9,12300
RING,20231013,22.2,22.6684,22.19,22.49,127000
RIOT,20231013,9.25,9.28,8.96,9.15,10964000
RIVN,20231013,19.27,19.465,18.78,19.3,29359800
RKDA,20231013,3.12,3.22,3.1,3.14,16000
RKLB,20231013,4.46,4.48,4.23,4.29,3803400
RLAY,20231013,7.87,8.155,7.26,7.74,2956000
RLMD,20231013,3.18,3.25,3.03,3.1,94600
RLYB,20231013,3.58,3.7,3.58,3.68,16700
RMBI,20231013,10.31,10.31,10.01,10.1,15800
RMBL,20231013,6.06,6.26,5.8601,6.23,68600
RMBS,20231013,60.25,60.395,57.13,57.23,1122000
RMCF,20231013,4.5,4.66,4.48,4.48,14400
RMGC,20231013,10.55,10.55,10.55,10.55,3500
RMNI,20231013,2.03,2.055,2.01,2.01,211500
RMR,20231013,23.74,23.88,23.46,23.48,52700
RMTI,20231013,1.95,2.08,1.95,1.965,162200
RNA,20231013,6.17,6.3,5.92,6.18,868200
RNAZ,20231013,0.43,0.445,0.4201,0.4318,535100
RNEM,20231013,47.87,47.87,47.63,47.74,2100
RNEW,20231013,23.02,23.02,23.02,23.02,100
RNLC,20231013,30.8272,30.8272,30.8134,30.8134,200
RNLX,20231013,1.27,1.3,1.14,1.16,44700
RNMC,20231013,26.94,26.94,26.94,26.94,100
RNRG,20231013,9.55,9.5789,9.47,9.48,8400
RNSC,20231013,24.73,24.73,24.73,24.73,100
RNW,20231013,5.5,5.58,5.41,5.45,456600
RNWWW,20231013,0.6225,0.6225,0.6125,0.6125,1500
RNXT,20231013,1.125,1.2,1.085,1.11,15300
ROAD,20231013,39.53,39.73,38.37,39,620400
ROBT,20231013,39.64,39.74,39.01,39.16,52300
ROCK,20231013,64.66,64.66,62.2301,62.81,150400
ROE,20231013,23.59,23.59,23.28,23.2923,1600
ROIC,20231013,12,12.09,11.645,11.75,1048500
ROIV,20231013,10.01,10.1506,9.75,10.08,3104200
ROKU,20231013,67.33,67.99,65.33,66.07,4777800
ROOT,20231013,10.03,10.1099,9.57,9.63,39300
ROP,20231013,502.1,503.41,495.785,497.84,314000
ROSE,20231013,11.82,11.84,11.81,11.84,1100
ROSEW,20231013,0.045,0.045,0.0409,0.0409,2200
ROST,20231013,113.15,113.37,111.64,112.04,1789300
ROVR,20231013,6.68,6.75,6.51,6.55,1856700
RPAY,20231013,6.36,6.37,6.16,6.22,515200
RPD,20231013,49.63,50,48.61,49.33,475600
RPHM,20231013,7.23,7.74,7.23,7.41,99700
RPID,20231013,1,1.08,0.98,1.01,45300
RPRX,20231013,27,27.89,27,27.84,2677800
RPTX,20231013,5.57,5.7,5.11,5.28,402900
RRBI,20231013,48.31,48.75,46.56,46.57,19500
RRGB,20231013,7.16,7.245,6.97,7.05,259500
RRR,20231013,40.96,41.46,40.285,40.47,278800
RSLS,20231013,0.3,0.3241,0.2694,0.3028,5969400
RSSS,20231013,2.21,2.25,2.18,2.18,2000
RSVR,20231013,5.88,5.91,5.77,5.83,45700
RSVRW,20231013,1.39,1.39,1.39,1.39,200
RTC,20231013,3.4178,3.4178,3.05,3.2216,2400
RTH,20231013,168.35,168.383,167.81,168.15,3000
RUM,20231013,5.05,5.06,4.9597,5.04,785300
RUMBW,20231013,1.1,1.25,1.09,1.12,5100
RUN,20231013,11.85,12.05,11.37,11.52,10577700
RUNN,20231013,25.53,25.56,25.42,25.5332,37700
RUSHA,20231013,40.67,40.85,39.82,39.83,163800
RUSHB,20231013,46.35,46.35,45.62,45.66,21200
RVLP,20231013,0.0585,0.0996,0.057,0.073,77648300
RVMD,20231013,24.37,31.24,23.64,29.91,10654400
RVNC,20231013,8.33,8.67,8.14,8.64,3285500
RVPH,20231013,4.85,4.938,4.35,4.51,345100
RVPHW,20231013,1.77,1.77,1.3801,1.59,11700
RVSB,20231013,5.56,5.69,5.5064,5.56,9600
RVSN,20231013,0.4519,0.4519,0.41,0.4296,69500
RVSNW,20231013,0.04,0.04,0.0399,0.04,1100
RVYL,20231013,3.06,3.36,3.06,3.23,25600
RWAY,20231013,12.21,12.21,12.06,12.15,84600
RWAYL,20231013,24.22,24.3,24.1,24.3,2700
RWAYZ,20231013,24.6,24.69,24.5,24.68,7500
RWLK,20231013,0.71,0.713,0.68,0.6907,98900
RWOD,20231013,10.68,10.7,10.68,10.69,187600
RXRX,20231013,6.31,6.43,6.149,6.38,2193100
RXST,20231013,24.16,24.5375,23.75,24.21,541100
RXT,20231013,1.52,1.52,1.33,1.345,1252600
RYAAY,20231013,92.79,93.79,91.09,91.56,393600
RYTM,20231013,24.35,25.24,24.1,24.98,456700
RYZB,20231013,20.97,21.66,20.11,21.46,204100
RZLT,20231013,0.8949,0.9,0.811,0.8654,51200
SABR,20231013,3.83,3.85,3.69,3.7,2738500
SABS,20231013,0.7,0.75,0.6852,0.702,8100
SAFT,20231013,69.68,70.35,69.34,70.25,33400
SAGA,20231013,11.1401,11.15,11.0934,11.14,7400
SAGE,20231013,19.24,19.61,18.99,19.58,704600
SAI,20231013,0.94,0.95,0.9,0.9,5300
SAIA,20231013,416.35,417.505,387.45,391.07,330700
SAITW,20231013,0.0625,0.065,0.06,0.06,7000
SALM,20231013,0.73,0.73,0.6982,0.711,7700
SAMG,20231013,15.89,16.5,15.79,16.21,43800
SANA,20231013,3.2,3.385,3.13,3.35,1321600
SANG,20231013,3.055,3.17,3.02,3.065,9700
SANM,20231013,53.87,54.04,52.72,52.81,349300
SANW,20231013,0.83,0.8496,0.76,0.772,31100
SARK,20231013,40.88,41.82,40.81,41.56,813200
SASI,20231013,6.2,8,5,5.94,45182700
SASR,20231013,20.88,21.12,20.3,20.42,154400
SATL,20231013,1.08,1.09,1.04,1.06,10200
SATLW,20231013,0.0953,0.1275,0.06,0.1,992300
SATS,20231013,14.65,14.95,14.29,14.51,434800
SAVA,20231013,12.65,15.9499,12.3202,14.86,8657700
SBAC,20231013,200.88,203.51,200.11,201.57,744900
SBCF,20231013,21.5,21.805,20.64,20.65,334100
SBET,20231013,1.59,1.63,1.59,1.592,10000
SBFG,20231013,13.25,13.27,13.15,13.15,3000
SBFM,20231013,0.32,0.3399,0.3,0.3199,115800
SBGI,20231013,10.11,10.34,9.69,9.73,553600
SBLK,20231013,19.71,19.795,19.48,19.71,564100
SBRA,20231013,14.3,14.32,14.105,14.23,1810500
SBSI,20231013,28.8,28.8,27.86,27.97,54700
SBT,20231013,5.93,5.93,5.73,5.77,22000
SBUX,20231013,91.28,92.06,91.05,91.48,4780500
SCHL,20231013,37.26,37.345,36.73,37.13,173200
SCKT,20231013,1.05,1.05,1,1.04,7700
SCLX,20231013,1.96,1.97,1.7901,1.85,1065600
SCLXW,20231013,0.6217,0.6217,0.6217,0.6217,200
SCNI,20231013,0.76,0.76,0.6194,0.7599,18900
SCOR,20231013,0.6,0.6,0.57,0.58,115600
SCPH,20231013,6.08,6.26,5.88,6.21,204100
SCPL,20231013,22.89,22.93,22.88,22.89,276300
SCRM,20231013,10.47,10.48,10.47,10.47,1400
SCRMW,20231013,0.1659,0.1659,0.15,0.15,3800
SCSC,20231013,32.51,32.51,31.92,32.11,94300
SCTL,20231013,0.4186,0.4186,0.3916,0.3916,105200
SCVL,20231013,23.71,23.865,23.54,23.67,133000
SCWO,20231013,1.3936,1.4099,1.25,1.29,49600
SCWX,20231013,5.845,5.8512,5.7,5.75,28800
SCYX,20231013,2,2.01,1.9294,1.96,224800
SCZ,20231013,55.07,55.9593,54.54,54.63,797900
SDA,20231013,9.74,10.15,9.1,9.43,1309800
SDG,20231013,73.53,73.53,73.06,73.21,5200
SDGR,20231013,23.76,24.015,23.2853,23.45,660700
SDIG,20231013,4.08,4.25,3.96,4.09,203100
SDOT,20231013,0.7258,0.77,0.711,0.711,37600
SDSI,20231013,50.1999,50.1999,50.14,50.14,2400
SDVY,20231013,28.04,28.0697,27.54,27.65,268100
SEAT,20231013,6.62,6.62,6.42,6.49,380100
SECO,20231013,0.68,0.8,0.5511,0.6396,3988900
SEDG,20231013,121.61,123.05,119.205,119.76,1111600
SEED,20231013,3.04,3.203,2.8001,3.06,25900
SEEL,20231013,0.1818,0.1894,0.1667,0.1832,4181700
SEER,20231013,1.84,1.84,1.755,1.81,436900
SEIC,20231013,56.95,57.14,56.11,56.42,506600
SELB,20231013,1.11,1.13,1.08,1.08,402600
SELF,20231013,4.73,4.78,4.69,4.69,17600
SENEA,20231013,54.35,54.35,53.43,53.56,40900
SENEB,20231013,53.5,53.5,53.1,53.1,5600
SEPAW,20231013,0.124,0.125,0.12,0.12,1000
SERA,20231013,1.84,2.009,1.71,1.91,32200
SETM,20231013,17,17.06,16.95,17.06,1400
SEVN,20231013,10.68,10.97,10.68,10.94,60600
SEZL,20231013,10.78,10.78,10.4,10.4,3200
SFBC,20231013,36.81,36.81,36.81,36.81,100
SFE,20231013,1.08,1.1,1.0646,1.07,13400
SFIX,20231013,3.19,3.19,3.02,3.03,1450300
SFM,20231013,43.65,43.91,42.81,43.21,1416700
SFNC,20231013,16.58,16.5825,15.995,16.08,496300
SFR,20231013,0.1604,0.189,0.1604,0.1749,204400
SFRWW,20231013,0.0102,0.0102,0.0099,0.01,35100
SFST,20231013,27.175,27.175,26.8,26.91,6400
SFT,20231013,0.1868,0.24,0.1342,0.158,50329200
SFWL,20231013,13.91,15.25,13.4001,15.16,111300
SGA,20231013,20.6,20.97,20.45,20.45,2300
SGBX,20231013,0.5055,0.52,0.5012,0.5102,31500
SGC,20231013,7.83,7.83,7.4201,7.61,25500
SGD,20231013,1.2,1.3,1.2,1.3,6400
SGEN,20231013,214.63,214.95,213.95,214.03,1478500
SGH,20231013,16.91,17.48,12.66,13.1,8024600
SGHT,20231013,3.86,3.93,3.74,3.78,112200
SGLY,20231013,0.55,0.55,0.52,0.55,8300
SGMA,20231013,2.79,2.888,2.79,2.855,12000
SGML,20231013,26.07,27.39,26.02,27.1,1604300
SGMO,20231013,0.5163,0.5789,0.5095,0.56,3902800
SGMT,20231013,5.8,6.11,5.27,5.54,62300
SGRP,20231013,0.88,0.8901,0.88,0.88,9700
SGRY,20231013,23.56,24.29,23.11,23.53,1348400
SHBI,20231013,10.61,10.66,10.2,10.22,55700
SHC,20231013,13.12,13.36,12.99,13.36,1007900
SHCR,20231013,1.23,1.265,1.15,1.24,1827700
SHCRW,20231013,0.0415,0.0415,0.0415,0.0415,3800
SHEN,20231013,21.88,21.88,21.52,21.66,75200
SHFS,20231013,0.7,0.713,0.6751,0.68,28300
SHFSW,20231013,0.0471,0.0549,0.0471,0.05,3900
SHIP,20231013,6.29,6.29,6.17,6.205,45900
SHLS,20231013,16.6,16.86,15.935,16.07,3081900
SHLT,20231013,11.01,11.01,11.01,11.01,300
SHOO,20231013,31.75,32.21,31.52,31.96,590900
SHOT,20231013,1.42,1.42,1.2801,1.31,403700
SHPH,20231013,0.63,0.669,0.62,0.62,105800
SHPW,20231013,2.89,2.96,2.88,2.96,11500
SHPWW,20231013,0.0086,0.009,0.0053,0.006,74500
SHV,20231013,110.26,110.26,110.25,110.26,2293500
SHY,20231013,80.96,80.96,80.91,80.93,3506300
SHYF,20231013,14.44,14.56,13.78,13.99,251200
SIBN,20231013,17.06,17.365,16.89,17.14,474900
SIDU,20231013,0.1,0.105,0.095,0.1,2381900
SIEB,20231013,1.69,1.71,1.64,1.71,19600
SIEN,20231013,2.02,2.02,1.9,1.95,77100
SIFY,20231013,1.74,1.77,1.61,1.67,65900
SIGA,20231013,5.47,5.54,5.4,5.44,281300
SIGI,20231013,101.7,102.83,100.01,102.53,220100
SIGIP,20231013,15.9073,15.97,15.81,15.9048,2200
SILC,20231013,23.09,23.56,22.45,22.48,24400
SILK,20231013,7.23,7.7,7.05,7.63,2060700
SILO,20231013,1.5101,1.58,1.5001,1.51,3200
SIMO,20231013,56.5,56.5,55.12,55.79,264900
SINT,20231013,0.7585,0.7739,0.68,0.754,138300
SIRI,20231013,4.69,4.86,4.615,4.85,18216600
SISI,20231013,0.1393,0.1557,0.1381,0.1456,2980900
SITM,20231013,120.03,120.03,112.91,113.05,126400
SJ,20231013,2.9,3.09,2.84,3.04,232900
SKGR,20231013,10.74,10.75,10.74,10.75,251800
SKGRU,20231013,10.88,10.88,10.8,10.8,1000
SKIN,20231013,5.22,5.22,4.98,5.08,2583800
SKOR,20231013,45.82,45.85,45.785,45.8256,13300
SKWD,20231013,28.72,29.29,28.48,29.16,333000
SKYT,20231013,5.6,5.6399,5.5,5.59,194400
SKYU,20231013,16.4606,16.4606,16.4606,16.4606,100
SKYW,20231013,40.93,41.11,39.64,39.67,261300
SKYX,20231013,1.41,1.41,1.34,1.35,93400
SKYY,20231013,77.04,77.04,75.28,75.53,89500
SLAB,20231013,114.52,114.52,108.43,109.31,462600
SLDB,20231013,2.225,2.29,2.1013,2.16,18300
SLDP,20231013,1.8,1.8,1.74,1.76,987400
SLDPW,20231013,0.1851,0.2073,0.185,0.195,65700
SLE,20231013,1.35,1.3873,1.2601,1.33,134800
SLGC,20231013,1.77,1.83,1.73,1.77,3281700
SLGCW,20231013,0.14,0.14,0.14,0.14,500
SLGL,20231013,1.64,1.64,1.34,1.6,2800
SLM,20231013,13.59,13.71,13.065,13.09,1474100
SLMBP,20231013,64.4,64.47,64.15,64.25,8400
SLN,20231013,8.43,8.43,6.15,7.76,90500
SLNA,20231013,0.3696,0.37,0.35,0.369,17200
SLNG,20231013,4.16,4.21,4.16,4.21,2900
SLNH,20231013,0.1976,0.198,0.15,0.1504,2071800
SLNHP,20231013,1.18,1.18,1.09,1.09,2800
SLNO,20231013,24.16,24.47,23.5952,24.25,360200
SLP,20231013,40.5,40.92,40.1,40.65,58500
SLQD,20231013,47.98,47.98,47.9,47.93,318900
SLRC,20231013,15.14,15.15,14.99,15.07,189800
SLRN,20231013,9.51,9.805,9.26,9.71,544700
SLRX,20231013,0.73,0.73,0.687,0.69,9300
SLS,20231013,1.21,1.35,1.11,1.3,1479600
SLVO,20231013,70,71.1,68.52,70.76,15300
SMAPW,20231013,0.0413,0.0588,0.0356,0.0588,1000
SMBC,20231013,41.01,41.1199,40.31,40.47,8800
SMBK,20231013,21.21,21.21,20.6801,20.75,19100
SMCI,20231013,293,296.9899,277.5901,285.2,3798800
SMCP,20231013,24.3797,24.3797,24.3797,24.3797,100
SMFL,20231013,0.7999,0.7999,0.75,0.751,19600
SMH,20231013,152.42,152.6325,148.05,148.38,9134400
SMID,20231013,20.2,20.2,19.46,20.1614,4600
SMLR,20231013,29.65,29.94,29.443,29.47,18900
SMMF,20231013,22.615,22.704,22.4381,22.65,19900
SMMT,20231013,1.68,1.7,1.64,1.68,487200
SMPL,20231013,32.34,32.79,32.3,32.66,337300
SMRI,20231013,24.35,24.42,24.35,24.4027,12800
SMSI,20231013,1.14,1.17,1.1,1.1,203200
SMTC,20231013,23.37,23.37,21.66,21.92,1441900
SMTI,20231013,28.505,29.6599,28.2,28.91,20600
SMX,20231013,2.38,2.95,2.26,2.27,590500
SMXWW,20231013,0.0286,0.0287,0.0161,0.0191,10700
SNAL,20231013,1.43,1.43,1.369,1.4,4200
SNAX,20231013,2.945,3,2.752,2.79,14100
SNBR,20231013,18,18.26,17.81,18.12,404200
SNCE,20231013,0.41,0.41,0.3901,0.405,137100
SNCR,20231013,0.52,0.64,0.5,0.5776,557600
SNCRL,20231013,17.54,17.92,17.28,17.49,5000
SNCY,20231013,14.25,14.26,13.95,14.09,312200
SND,20231013,2.24,2.28,2.205,2.24,79700
SNDL,20231013,1.53,1.59,1.52,1.55,2490100
SNDX,20231013,12.29,12.41,11.925,11.99,1890400
SNES,20231013,0.37,0.3799,0.3111,0.3375,300000
SNEX,20231013,94.38,94.38,91.92,91.94,65300
SNFCA,20231013,7.7,7.75,7.62,7.63,16700
SNGX,20231013,0.53,0.56,0.5102,0.535,27600
SNOA,20231013,0.78,0.78,0.733,0.77,8200
SNPO,20231013,8.58,9,8.52,8.66,37600
SNPS,20231013,496.45,498.42,486.14,489.67,747900
SNPX,20231013,0.39,0.39,0.34,0.35,794000
SNSE,20231013,0.744,0.8,0.7163,0.74,12800
SNSR,20231013,30.53,30.53,29.7,29.88,16800
SNT,20231013,1.3,1.3,1.17,1.23,43500
SNTG,20231013,1.8,2,1.73,1.88,19500
SNTI,20231013,0.31,0.3189,0.2975,0.3019,107900
SNY,20231013,54.58,54.85,54.11,54.53,1243600
SOBR,20231013,0.9399,0.9399,0.8457,0.87,25200
SOCL,20231013,35.96,35.96,35.6124,35.72,3600
SOFI,20231013,8.44,8.475,8.065,8.12,22047200
SOFO,20231013,0.59,0.59,0.52,0.55,7900
SOHO,20231013,1.59,1.62,1.59,1.61,27700
SOHOB,20231013,22.99,22.99,22.7,22.7,1200
SOHOO,20231013,23.12,23.12,23.12,23.12,200
SOHU,20231013,9,9,8.77,8.86,20900
SOLO,20231013,0.47,0.5298,0.469,0.511,488100
SOND,20231013,7.5,7.73,7.0501,7.2,33100
SONM,20231013,0.765,0.7699,0.715,0.7699,18600
SONN,20231013,2.36,2.4,2.221,2.32,14100
SONO,20231013,11.43,11.45,10.8221,10.97,2540700
SOPA,20231013,0.34,0.3442,0.29,0.32,545000
SOPH,20231013,3,3.17,3,3.11,10600
SOTK,20231013,5.545,5.545,5.48,5.48,2100
SOUN,20231013,1.8,1.82,1.77,1.78,3801400
SOUNW,20231013,0.2608,0.2779,0.2608,0.2609,5100
SOVO,20231013,22.37,22.44,22.35,22.38,577000
SOXQ,20231013,27.96,27.96,27.15,27.22,67300
SOXX,20231013,491.01,491.58,475.77,476.69,848400
SP,20231013,51.15,51.37,51,51.11,447100
SPAQ,20231013,98.92,98.92,98.92,98.92,100
SPBC,20231013,24.49,24.49,24.27,24.27,200
SPC,20231013,21.75,21.75,21.735,21.735,10300
SPCB,20231013,0.45,0.5205,0.402,0.501,3102500
SPCX,20231013,23.4154,23.46,23.4154,23.46,500
SPFI,20231013,26.62,26.93,26.54,26.63,17100
SPGC,20231013,1.01,1.19,0.9608,1.11,91200
SPI,20231013,0.71,0.7299,0.697,0.7099,34600
SPKLU,20231013,10.13,10.13,10.12,10.12,30000
SPLK,20231013,147.78,148.31,147.72,147.94,2002600
SPNS,20231013,26.49,26.49,25.915,26.08,114200
SPOK,20231013,14.61,14.98,14.6,14.96,137200
SPPL,20231013,5.14,5.14,4.89,5.01,28000
SPRB,20231013,1.67,1.67,1.57,1.59,75600
SPRC,20231013,3.21,3.38,2.82,2.99,41700
SPRO,20231013,1.11,1.15,1.09,1.13,156900
SPRX,20231013,17.77,17.77,17.28,17.39,28300
SPRY,20231013,3.76,3.86,3.71,3.73,522700
SPSC,20231013,166.9,170.96,165.68,167.12,120400
SPT,20231013,50.49,50.5,47.91,48.53,374300
SPTN,20231013,22.76,22.99,22.76,22.88,150000
SPWH,20231013,4.55,4.96,4.46,4.93,950600
SPWR,20231013,5.66,5.855,5.515,5.62,3521400
SQFT,20231013,0.66,0.69,0.65,0.6502,37900
SQFTP,20231013,15.14,15.14,15.14,15.14,400
SQFTW,20231013,0.018,0.0369,0.018,0.0204,31000
SQL,20231013,16.31,18.09,16.31,17.92,8400
SQLLW,20231013,0.0195,0.0195,0.018,0.018,4000
SQLV,20231013,35.32,35.32,34.7349,34.7349,2300
SQQQ,20231013,18.49,19.51,18.41,19.3,158907600
SRAD,20231013,9.08,9.11,8.85,9,316700
SRBK,20231013,8.13,8.25,8.13,8.1811,15000
SRCE,20231013,42.89,42.92,41.36,41.81,19600
SRCL,20231013,42.55,42.975,41.25,41.7,369100
SRDX,20231013,30.33,30.33,29.59,29.65,24500
SRET,20231013,19.56,19.56,19.2003,19.24,32600
SRM,20231013,1.63,1.77,1.63,1.642,9600
SRPT,20231013,116.7,118.73,114.12,117.96,780400
SRRK,20231013,8.19,8.19,7.16,7.84,1012800
SRTS,20231013,2.48,2.52,2.41,2.41,38200
SRZN,20231013,0.45,0.453,0.425,0.427,66400
SRZNW,20231013,0.0088,0.009,0.0082,0.0082,34800
SSB,20231013,68.54,68.76,66.49,66.87,277500
SSBI,20231013,15.57,15.71,15.5,15.5,700
SSBK,20231013,22.505,22.67,22.505,22.6,5500
SSIC,20231013,9.37,9.44,9.2,9.42,1800
SSKN,20231013,0.609,0.62,0.5786,0.58,3800
SSNC,20231013,52.01,52.01,50.95,51.12,1094900
SSNT,20231013,3.64,3.6759,3.4801,3.4801,3500
SSP,20231013,5.19,5.3,5.05,5.07,342400
SSRM,20231013,13.27,13.75,13.225,13.73,1191400
SSSS,20231013,4.1,4.15,4,4.1,89100
SSTI,20231013,16.02,16.02,15.37,15.46,24600
SSYS,20231013,11.5,11.53,11.29,11.39,502400
STAA,20231013,39.34,40.48,39.34,40.41,409600
STAF,20231013,0.76,0.76,0.72,0.7201,5800
STBA,20231013,27.66,27.7,26.865,26.98,134400
STBX,20231013,1.06,1.0623,0.9802,1,180600
STCN,20231013,10.4,11,10.4,10.5,3900
STEP,20231013,30.16,30.31,29.515,30,193400
STER,20231013,13.01,13.05,12.8,12.92,165100
STGW,20231013,4.34,4.38,4,4.02,416500
STHO,20231013,11.66,12.32,11.66,12,46300
STIM,20231013,1.17,1.17,1.1,1.12,51200
STIX,20231013,1.51,1.74,1.45,1.65,32900
STIXW,20231013,0.0165,0.0167,0.015,0.015,32500
STKH,20231013,0.72,0.816,0.712,0.73,67900
STKL,20231013,3.43,3.755,3.2706,3.55,7583800
STKS,20231013,4.51,4.51,4.36,4.42,90800
STLD,20231013,105.5,107.07,104.88,105.91,902200
STNE,20231013,9.71,9.88,9.615,9.71,4447000
STOK,20231013,3.93,4.11,3.89,4.095,233900
STRA,20231013,81.19,81.37,80.23,80.49,67400
STRC,20231013,0.7503,0.7598,0.72,0.7275,34700
STRCW,20231013,0.0151,0.0161,0.015,0.015,10200
STRL,20231013,77.47,77.63,65.71,72,1382000
STRM,20231013,0.7275,0.7995,0.7275,0.74,79500
STRO,20231013,3.96,4.005,3.79,3.94,186900
STRR,20231013,0.96,0.97,0.912,0.93,19700
STRS,20231013,27.36,27.59,27.34,27.59,4200
STRT,20231013,22.83,23.105,22.1601,22.86,16700
STSS,20231013,0.45,0.456,0.4401,0.4451,70000
STSSW,20231013,0.085,0.124,0.085,0.085,5400
STTK,20231013,1.53,1.63,1.413,1.44,25700
STX,20231013,69.78,70.24,68.21,68.43,3446100
STXD,20231013,26.705,26.705,26.46,26.58,4800
STXG,20231013,30.74,30.74,30.3999,30.47,11400
STXK,20231013,24.495,24.495,24.3,24.3785,3100
STXV,20231013,24.525,24.54,24.4,24.4372,6700
SUNW,20231013,0.425,0.43,0.4,0.4001,1319100
SUPN,20231013,25.98,25.98,24.33,24.84,703600
SURG,20231013,4.72,4.8793,4.66,4.66,51800
SURGW,20231013,1.19,1.19,1.08,1.098,2800
SUSB,20231013,23.75,23.7506,23.71,23.71,76000
SUSC,20231013,21.67,21.68,21.6001,21.62,160800
SUSL,20231013,77.01,77.09,76.13,76.2,16100
SVC,20231013,7.44,7.47,7.21,7.22,547900
SVFD,20231013,2.67,2.67,2.66,2.66,1900
SVRA,20231013,3.25,3.32,3.2112,3.27,262900
SVRE,20231013,0.54,0.54,0.4701,0.48,29600
SVVC,20231013,0.2299,0.24,0.211,0.24,662700
SWAG,20231013,1.09,1.12,1.04,1.06,31700
SWAV,20231013,184.93,193.5,183.06,192.81,583100
SWBI,20231013,13.8,14.37,13.6,14.16,874300
SWIM,20231013,2.4,2.42,2.29,2.33,231800
SWIN,20231013,2.3,2.33,2.2,2.24,52800
SWKH,20231013,16.116,16.116,15.86,15.86,3400
SWKHL,20231013,24.74,24.75,24.665,24.73,15000
SWKS,20231013,97.09,97.135,94.25,94.6,1376400
SWSS,20231013,10.4801,10.4801,10.4801,10.4801,200
SWTX,20231013,21.96,22.91,21.85,22.69,427100
SWVL,20231013,1,1,0.71,0.8862,47100
SWVLW,20231013,0.0085,0.0094,0.008,0.008,65700
SXTC,20231013,3,3.7,2.7,2.95,754900
SXTP,20231013,0.77,0.799,0.72,0.75,91200
SY,20231013,1.05,1.13,1.05,1.13,14100
SYBT,20231013,40.28,40.28,39.61,39.76,72200
SYBX,20231013,2.38,2.555,2.38,2.44,24400
SYM,20231013,41.94,42.054,38.95,39.24,855500
SYNA,20231013,96.38,96.79,94.46,94.92,475600
SYPR,20231013,2,2.02,1.97,1.98,8000
SYRA,20231013,1.93,2.155,1.9,1.94,18200
SYRS,20231013,2.71,2.71,2.54,2.59,29900
SYT,20231013,5.826,5.826,5.64,5.64,1400
SYTA,20231013,2.24,2.4177,2.2,2.3873,40400
SYTAW,20231013,0.1184,0.1185,0.0919,0.1,27400
SZZLW,20231013,0.08,0.085,0.08,0.0849,27800
TACT,20231013,6.2,6.2,6.05,6.09,11300
TAIT,20231013,3.67,3.71,3.67,3.6703,5200
TALK,20231013,1.9,1.97,1.87,1.93,305700
TALKW,20231013,0.1,0.14,0.1,0.1255,192500
TALS,20231013,2.75,3.04,2.67,2.86,628000
TANH,20231013,1.53,3.94,1.41,1.52,19068100
TAOP,20231013,1.82,1.97,1.7246,1.93,94100
TARA,20231013,1.57,1.68,1.54,1.65,20200
TARK,20231013,52.82,52.82,50.13,50.79,112400
TARS,20231013,15.02,15.11,12.66,12.98,1566900
TASK,20231013,8.32,8.37,7.945,8.175,693000
TAST,20231013,5.71,5.71,5.3,5.34,382100
TATT,20231013,8.04,8.05,7.7626,7.9,7500
TAYD,20231013,21.07,21.5121,20.7,21.25,6400
TBBK,20231013,34.62,34.8,33.35,33.68,267200
TBCP,20231013,10.34,10.34,10.34,10.34,200
TBCPW,20231013,0.0715,0.0715,0.067,0.07,32200
TBIL,20231013,49.97,49.97,49.96,49.97,524500
TBIO,20231013,0.975,0.975,0.9298,0.9298,8100
TBLA,20231013,4,4.07,3.63,3.66,2129700
TBLAW,20231013,0.44,0.44,0.38,0.39,6500
TBLD,20231013,14.51,14.69,14.42,14.42,42800
TBLT,20231013,0.2098,0.213,0.19,0.197,1394900
TBMCR,20231013,0.158,0.158,0.15,0.15,4000
TBNK,20231013,8.37,8.47,8.32,8.32,9000
TBPH,20231013,9.16,9.16,8.92,9.06,348800
TC,20231013,0.52,0.5555,0.51,0.5399,2500
TCBC,20231013,13.4,13.4,13.39,13.4,3200
TCBI,20231013,58.71,58.71,56.93,57.36,392100
TCBIO,20231013,16.83,16.9999,16.65,16.75,12200
TCBK,20231013,32.24,32.29,31.33,31.4,43700
TCBP,20231013,0.34,0.4249,0.3357,0.3716,439600
